(('de', 1.0), 90, (1632, 1518), None, 'hsl(0, 100%, 30%)')
(('éste', 0.0037045646192598296), 7, (1338, 1464), None, 'hsl(0, 100%, 30%)')
(('agua', 0.0036867082904043572), 7, (1617, 1305), 2, 'hsl(0, 100%, 30%)')
(('santa', 0.0036841001795778041), 7, (1733, 1394), None, 'hsl(0, 100%, 30%)')
(('ii', 0.0036799824890691962), 7, (1451, 1679), None, 'hsl(0, 100%, 30%)')
(('dado', 0.0036704428548524183), 7, (1658, 1692), None, 'hsl(0, 100%, 30%)')
(('deben', 0.0036597505316783032), 7, (1654, 1683), 2, 'hsl(0, 100%, 30%)')
(('pesos', 0.003654777002690525), 7, (1585, 1628), 2, 'hsl(0, 100%, 30%)')
(('of', 0.0036371391674561845), 7, (1576, 1381), 2, 'hsl(0, 100%, 30%)')
(('unos', 0.0036370991694442056), 7, (1702, 1389), None, 'hsl(0, 100%, 30%)')
(('eso', 0.0036360217065390774), 7, (1426, 1574), 2, 'hsl(0, 100%, 30%)')
(('sentido', 0.0036336516147065616), 7, (1657, 1305), 2, 'hsl(0, 100%, 30%)')
(('et', 0.0036148022611138717), 7, (1453, 1569), 2, 'hsl(0, 100%, 30%)')
(('muerte', 0.0036010532937014597), 7, (1385, 1621), None, 'hsl(0, 100%, 30%)')
(('desarrollo', 0.0035844347199391726), 7, (1642, 1516), None, 'hsl(0, 100%, 30%)')
(('verdad', 0.0035592598747789883), 7, (1453, 1326), 2, 'hsl(0, 100%, 30%)')
(('fecha', 0.0035549074348116497), 7, (1394, 1368), 2, 'hsl(0, 100%, 30%)')
(('siglo', 0.0035478351060269186), 7, (1431, 1260), 2, 'hsl(0, 100%, 30%)')
(('nosotros', 0.0035460967180344482), 7, (1646, 1567), 2, 'hsl(0, 100%, 30%)')
(('in', 0.003544296701856936), 7, (1632, 1454), 2, 'hsl(0, 100%, 30%)')
(('necesario', 0.0035298364437759823), 7, (1759, 1479), None, 'hsl(0, 100%, 30%)')
(('comercio', 0.0034934029192157795), 7, (1703, 1438), 2, 'hsl(0, 100%, 30%)')
(('américa', 0.0034910466819414124), 7, (1287, 1626), None, 'hsl(0, 100%, 30%)')
(('aires', 0.0034871761954744745), 7, (1390, 1571), 2, 'hsl(0, 100%, 30%)')
(('pedro', 0.0034607334676203653), 7, (1322, 1502), 2, 'hsl(0, 100%, 30%)')
(('libro', 0.0034448678984350246), 7, (1685, 1568), 2, 'hsl(0, 100%, 30%)')
(('civil', 0.00344067387986152), 7, (1367, 1267), None, 'hsl(0, 100%, 30%)')
(('principio', 0.0034358012677027801), 7, (1431, 1240), 2, 'hsl(0, 100%, 30%)')
(('naturaleza', 0.0034215441726541279), 7, (1498, 1413), None, 'hsl(0, 100%, 30%)')
(('muchas', 0.0034212929600242552), 7, (1349, 1691), 2, 'hsl(0, 100%, 30%)')
(('ejército', 0.0034200326365675235), 7, (1525, 1482), 2, 'hsl(0, 100%, 30%)')
(('falta', 0.0034140323024631066), 7, (1517, 1570), None, 'hsl(0, 100%, 30%)')
(('mayo', 0.0034009534526469741), 7, (1554, 1499), None, 'hsl(0, 100%, 30%)')
(('ministerio', 0.003399929082403691), 7, (1569, 1699), None, 'hsl(0, 100%, 30%)')
(('bienes', 0.0033772213092947982), 7, (1586, 1407), 2, 'hsl(0, 100%, 30%)')
(('persona', 0.0033749402823867016), 7, (1475, 1243), 2, 'hsl(0, 100%, 30%)')
(('estudio', 0.0033723894227501213), 7, (1472, 1489), None, 'hsl(0, 100%, 30%)')
(('padre', 0.0033694765869616921), 7, (1743, 1442), 2, 'hsl(0, 100%, 30%)')
(('necesidad', 0.0033674137866466407), 7, (1406, 1508), 2, 'hsl(0, 100%, 30%)')
(('art', 0.0033561963016278942), 7, (1531, 1689), None, 'hsl(0, 100%, 30%)')
(('esos', 0.0033470899336610418), 7, (1569, 1744), 2, 'hsl(0, 100%, 30%)')
(('puesto', 0.0033261725191871309), 7, (1428, 1562), 2, 'hsl(0, 100%, 30%)')
(('n', 0.0033234662809456888), 7, (1448, 1664), 2, 'hsl(0, 100%, 30%)')
(('paz', 0.0032940833433870763), 7, (1545, 1390), None, 'hsl(0, 100%, 30%)')
(('p', 0.0032837605423334578), 7, (1553, 1754), None, 'hsl(0, 100%, 30%)')
(('cinco', 0.0032608529567421819), 7, (1448, 1350), None, 'hsl(0, 100%, 30%)')
(('total', 0.0032593457397931645), 7, (1523, 1757), 2, 'hsl(0, 100%, 30%)')
(('iglesia', 0.0032563782148443045), 7, (1674, 1417), None, 'hsl(0, 100%, 30%)')
(('mismos', 0.0032437451387324493), 7, (1384, 1305), None, 'hsl(0, 100%, 30%)')
(('cierto', 0.0032264057889448265), 7, (1472, 1677), 2, 'hsl(0, 100%, 30%)')
(('acción', 0.0032104705722740727), 7, (1594, 1531), 2, 'hsl(0, 100%, 30%)')
(('palabra', 0.0032046508527641604), 7, (1406, 1629), 2, 'hsl(0, 100%, 30%)')
(('segunda', 0.0031961879210468955), 7, (1530, 1521), None, 'hsl(0, 100%, 30%)')
(('cargo', 0.0031808382885064211), 7, (1361, 1294), 2, 'hsl(0, 100%, 30%)')
(('antonio', 0.0031801777908574535), 7, (1315, 1461), None, 'hsl(0, 100%, 30%)')
(('grande', 0.0031631115751945501), 7, (1716, 1514), 2, 'hsl(0, 100%, 30%)')
(('países', 0.0031596169675488814), 7, (1441, 1597), None, 'hsl(0, 100%, 30%)')
(('espíritu', 0.0031556252414094671), 7, (1652, 1633), 2, 'hsl(0, 100%, 30%)')
(('diciembre', 0.0031476812731613913), 7, (1253, 1428), None, 'hsl(0, 100%, 30%)')
(('siguientes', 0.0031468706787840476), 7, (1348, 1605), None, 'hsl(0, 100%, 30%)')
(('algo', 0.0031428890776205999), 7, (1719, 1471), 2, 'hsl(0, 100%, 30%)')
(('mis', 0.0031338356542276982), 7, (1618, 1500), None, 'hsl(0, 100%, 30%)')
(('hechos', 0.003128331536204728), 7, (1293, 1520), 2, 'hsl(0, 100%, 30%)')
(('relaciones', 0.0031276856303805675), 7, (1665, 1326), 2, 'hsl(0, 100%, 30%)')
(('época', 0.0031202130785936183), 7, (1320, 1371), 2, 'hsl(0, 100%, 30%)')
(('razón', 0.003109897377178632), 7, (1546, 1678), None, 'hsl(0, 100%, 30%)')
(('secretario', 0.00310513418088739), 7, (1576, 1426), 2, 'hsl(0, 100%, 30%)')
(('ejemplo', 0.0030892895238476886), 7, (1378, 1559), None, 'hsl(0, 100%, 30%)')
(('cantidad', 0.0030884979359354706), 7, (1496, 1678), 2, 'hsl(0, 100%, 30%)')
(('aún', 0.0030871587196990326), 7, (1676, 1660), 2, 'hsl(0, 100%, 30%)')
(('enero', 0.0030785563472581477), 7, (1273, 1433), 2, 'hsl(0, 100%, 30%)')
(('habían', 0.0030613966998385578), 7, (1356, 1389), 2, 'hsl(0, 100%, 30%)')
(('junio', 0.0030603659379707109), 7, (1487, 1300), 2, 'hsl(0, 100%, 30%)')
(('señores', 0.0030595899415428078), 7, (1261, 1519), 2, 'hsl(0, 100%, 30%)')
(('ninguna', 0.0030499479182274085), 7, (1640, 1577), None, 'hsl(0, 100%, 30%)')
(('c', 0.0030478537399422031), 7, (1256, 1413), None, 'hsl(0, 100%, 30%)')
(('cámara', 0.0030476505165452756), 7, (1501, 1577), None, 'hsl(0, 100%, 30%)')
(('unidos', 0.0030378743397877616), 7, (1553, 1490), 2, 'hsl(0, 100%, 30%)')
(('mes', 0.0030363247598260983), 7, (1377, 1525), None, 'hsl(0, 100%, 30%)')
(('autor', 0.0030343257299161271), 7, (1422, 1265), None, 'hsl(0, 100%, 30%)')
(('frente', 0.0030324223642491915), 7, (1655, 1418), None, 'hsl(0, 100%, 30%)')
(('tales', 0.0030214767483038611), 7, (1616, 1426), None, 'hsl(0, 100%, 30%)')
(('superior', 0.0030211869766443265), 7, (1584, 1635), 2, 'hsl(0, 100%, 30%)')
(('juicio', 0.0030194406560773691), 7, (1403, 1332), 2, 'hsl(0, 100%, 30%)')
(('mal', 0.0030106987748711928), 7, (1318, 1537), None, 'hsl(0, 100%, 30%)')
(('carta', 0.0030066094731638418), 7, (1626, 1496), None, 'hsl(0, 100%, 30%)')
(('va', 0.0029995624636385541), 7, (1315, 1684), None, 'hsl(0, 100%, 30%)')
(('octubre', 0.0029961624920935501), 7, (1266, 1560), None, 'hsl(0, 100%, 30%)')
(('v', 0.0029901978488695879), 7, (1604, 1738), None, 'hsl(0, 100%, 30%)')
(('doctor', 0.0029824303310153726), 7, (1758, 1524), None, 'hsl(0, 100%, 30%)')
(('relación', 0.0029812637025977587), 7, (1348, 1441), 2, 'hsl(0, 100%, 30%)')
(('diez', 0.0029762745721804732), 7, (1697, 1338), 2, 'hsl(0, 100%, 30%)')
(('cómo', 0.0029619404343012357), 7, (1539, 1265), 2, 'hsl(0, 100%, 30%)')
(('abril', 0.0029413999590614946), 7, (1528, 1577), 2, 'hsl(0, 100%, 30%)')
(('campo', 0.002933041288265931), 7, (1455, 1394), None, 'hsl(0, 100%, 30%)')
(('sean', 0.0029297385771459147), 7, (1665, 1623), 2, 'hsl(0, 100%, 30%)')
(('importancia', 0.0029287205404603719), 7, (1454, 1658), 2, 'hsl(0, 100%, 30%)')
(('hacienda', 0.002925123444055273), 7, (1616, 1339), 2, 'hsl(0, 100%, 30%)')
(('nunca', 0.0029232533669046397), 7, (1539, 1253), 2, 'hsl(0, 100%, 30%)')
(('escuela', 0.0029152599372914345), 7, (1351, 1682), 2, 'hsl(0, 100%, 30%)')
(('junta', 0.0029144634154325698), 7, (1459, 1713), None, 'hsl(0, 100%, 30%)')
(('cualquier', 0.0029132551155144721), 7, (1728, 1597), None, 'hsl(0, 100%, 30%)')
(('palabras', 0.0029097237395731414), 7, (1563, 1405), None, 'hsl(0, 100%, 30%)')
(('materia', 0.0029095608645561353), 7, (1660, 1542), 2, 'hsl(0, 100%, 30%)')
(('seis', 0.0028971174705903816), 7, (1532, 1374), None, 'hsl(0, 100%, 30%)')
(('código', 0.002887050400281933), 7, (1352, 1509), None, 'hsl(0, 100%, 30%)')
(('jefe', 0.0028868691180709638), 7, (1471, 1561), None, 'hsl(0, 100%, 30%)')
(('camino', 0.002882858143189726), 7, (1441, 1511), None, 'hsl(0, 100%, 30%)')
(('uso', 0.002881631213177231), 7, (1679, 1391), 2, 'hsl(0, 100%, 30%)')
(('gobernador', 0.0028755706281092634), 6, (1390, 1628), None, 'hsl(0, 100%, 30%)')
(('podrá', 0.0028647512033252742), 6, (1735, 1448), 2, 'hsl(0, 100%, 30%)')
(('autoridad', 0.002858321831248354), 6, (1682, 1593), None, 'hsl(0, 100%, 30%)')
(('término', 0.002856885303220849), 6, (1295, 1444), 2, 'hsl(0, 100%, 30%)')
(('dijo', 0.0028566482522360123), 6, (1329, 1630), None, 'hsl(0, 100%, 30%)')
(('manuel', 0.0028548388142975536), 6, (1338, 1284), 2, 'hsl(0, 100%, 30%)')
(('medios', 0.002847146388614307), 6, (1511, 1232), None, 'hsl(0, 100%, 30%)')
(('propiedad', 0.0028342063060157398), 6, (1510, 1604), 2, 'hsl(0, 100%, 30%)')
(('marzo', 0.0028304232878241368), 6, (1389, 1441), 2, 'hsl(0, 100%, 30%)')
(('mano', 0.0028156463419877803), 6, (1382, 1477), 2, 'hsl(0, 100%, 30%)')
(('efectos', 0.0028145844188189498), 6, (1450, 1709), None, 'hsl(0, 100%, 30%)')
(('luis', 0.0028129533910480841), 6, (1443, 1491), 2, 'hsl(0, 100%, 30%)')
(('pasado', 0.0028002861826167754), 6, (1561, 1335), None, 'hsl(0, 100%, 30%)')
(('puerto', 0.0027896828334184952), 6, (1290, 1369), 2, 'hsl(0, 100%, 30%)')
(('varios', 0.0027700849851210775), 6, (1610, 1499), None, 'hsl(0, 100%, 30%)')
(('interés', 0.0027688933439192257), 6, (1536, 1332), None, 'hsl(0, 100%, 30%)')
(('agosto', 0.0027676182993748889), 6, (1488, 1328), 2, 'hsl(0, 100%, 30%)')
(('cambio', 0.00276720259355422), 6, (1519, 1287), None, 'hsl(0, 100%, 30%)')
(('base', 0.0027652336403398534), 6, (1663, 1591), None, 'hsl(0, 100%, 30%)')
(('situación', 0.0027625342368630783), 6, (1278, 1582), None, 'hsl(0, 100%, 30%)')
(('tuvo', 0.0027620875754429024), 6, (1580, 1317), 2, 'hsl(0, 100%, 30%)')
(('propio', 0.0027615575731795546), 6, (1347, 1366), 2, 'hsl(0, 100%, 30%)')
(('dirección', 0.0027543023295895871), 6, (1625, 1368), 2, 'hsl(0, 100%, 30%)')
(('tenido', 0.0027409756799503548), 6, (1468, 1757), 2, 'hsl(0, 100%, 30%)')
(('juez', 0.0027406210316003768), 6, (1546, 1702), None, 'hsl(0, 100%, 30%)')
(('segun', 0.0027333128928275219), 6, (1618, 1706), 2, 'hsl(0, 100%, 30%)')
(('partido', 0.0027330494690706321), 6, (1379, 1495), None, 'hsl(0, 100%, 30%)')
(('buena', 0.0027232964849906501), 6, (1618, 1685), None, 'hsl(0, 100%, 30%)')
(('igual', 0.0027225279533240622), 6, (1350, 1398), 2, 'hsl(0, 100%, 30%)')
(('visto', 0.0027221193960031546), 6, (1250, 1514), None, 'hsl(0, 100%, 30%)')
(('servicios', 0.0027185689856238943), 6, (1556, 1574), None, 'hsl(0, 100%, 30%)')
(('intereses', 0.0026977503789347985), 6, (1316, 1337), 2, 'hsl(0, 100%, 30%)')
(('gastos', 0.0026962152314744712), 6, (1446, 1459), 2, 'hsl(0, 100%, 30%)')
(('te', 0.0026903664872743637), 6, (1633, 1717), 2, 'hsl(0, 100%, 30%)')
(('natural', 0.0026903554007208846), 6, (1403, 1410), 2, 'hsl(0, 100%, 30%)')
(('lado', 0.0026877704004595734), 6, (1738, 1396), None, 'hsl(0, 100%, 30%)')
(('francia', 0.0026823212761786031), 6, (1597, 1471), None, 'hsl(0, 100%, 30%)')
(('artículos', 0.0026757730313860615), 6, (1232, 1504), None, 'hsl(0, 100%, 30%)')
(('especial', 0.0026757710364490126), 6, (1345, 1476), 2, 'hsl(0, 100%, 30%)')
(('noviembre', 0.0026693623313980125), 6, (1701, 1577), None, 'hsl(0, 100%, 30%)')
(('conocimiento', 0.0026619757087391598), 6, (1427, 1332), 2, 'hsl(0, 100%, 30%)')
(('esas', 0.0026537817692750269), 6, (1747, 1572), None, 'hsl(0, 100%, 30%)')
(('meses', 0.0026516611597747876), 6, (1506, 1265), None, 'hsl(0, 100%, 30%)')
(('chile', 0.0026514174546272812), 6, (1654, 1467), 2, 'hsl(0, 100%, 30%)')
(('maría', 0.0026468096040069972), 6, (1687, 1620), 2, 'hsl(0, 100%, 30%)')
(('pueda', 0.0026458480353038329), 6, (1570, 1689), 2, 'hsl(0, 100%, 30%)')
(('trata', 0.0026310366364487624), 6, (1441, 1308), None, 'hsl(0, 100%, 30%)')
(('idea', 0.0026281407759681441), 6, (1411, 1746), 2, 'hsl(0, 100%, 30%)')
(('principios', 0.0026232494194480265), 6, (1273, 1441), None, 'hsl(0, 100%, 30%)')
(('fuerzas', 0.0026229035022585783), 6, (1480, 1468), 2, 'hsl(0, 100%, 30%)')
(('todavía', 0.0026095186126223495), 6, (1737, 1454), None, 'hsl(0, 100%, 30%)')
(('trabajos', 0.0025970991705646903), 6, (1643, 1498), 2, 'hsl(0, 100%, 30%)')
(('sentencia', 0.0025920306269237429), 6, (1428, 1753), 2, 'hsl(0, 100%, 30%)')
(('buen', 0.002581804948666271), 6, (1548, 1557), 2, 'hsl(0, 100%, 30%)')
(('favor', 0.0025795022548379893), 6, (1548, 1725), None, 'hsl(0, 100%, 30%)')
(('producción', 0.0025748057157675675), 5, (1423, 1414), None, 'hsl(0, 100%, 30%)')
(('amor', 0.0025747063040442212), 5, (1279, 1617), 2, 'hsl(0, 100%, 30%)')
(('noche', 0.0025726838099089915), 5, (1472, 1364), 2, 'hsl(0, 100%, 30%)')
(('duda', 0.0025724547404257941), 5, (1699, 1661), None, 'hsl(0, 100%, 30%)')
(('nación', 0.00257244974698585), 5, (1412, 1729), 2, 'hsl(0, 100%, 30%)')
(('particular', 0.0025643165567006197), 5, (1699, 1416), 2, 'hsl(0, 100%, 30%)')
(('ejecutivo', 0.002562745353712763), 5, (1604, 1271), 2, 'hsl(0, 100%, 30%)')
(('españoles', 0.0025590307798703119), 5, (1655, 1443), 2, 'hsl(0, 100%, 30%)')
(('estudios', 0.0025586656764198783), 5, (1483, 1507), 2, 'hsl(0, 100%, 30%)')
(('administración', 0.002557953886025375), 5, (1409, 1375), 2, 'hsl(0, 100%, 30%)')
(('mar', 0.0025556436748846193), 5, (1594, 1340), None, 'hsl(0, 100%, 30%)')
(('tribunal', 0.0025553670267929717), 5, (1714, 1520), 2, 'hsl(0, 100%, 30%)')
(('tenía', 0.0025544910172252007), 5, (1670, 1375), 2, 'hsl(0, 100%, 30%)')
(('consecuencia', 0.0025524615130121148), 5, (1583, 1559), 2, 'hsl(0, 100%, 30%)')
(('personal', 0.0025506529013350245), 5, (1274, 1502), 2, 'hsl(0, 100%, 30%)')
(('primeros', 0.0025433333921884575), 5, (1652, 1459), 2, 'hsl(0, 100%, 30%)')
(('indios', 0.0025432015568519891), 5, (1557, 1713), None, 'hsl(0, 100%, 30%)')
(('estar', 0.0025354039130505799), 5, (1408, 1704), None, 'hsl(0, 100%, 30%)')
(('movimiento', 0.0025255897924737918), 5, (1479, 1544), 2, 'hsl(0, 100%, 30%)')
(('ésta', 0.0025212611302761409), 5, (1450, 1690), None, 'hsl(0, 100%, 30%)')
(('acto', 0.0025143620994395001), 5, (1475, 1474), None, 'hsl(0, 100%, 30%)')
(('hijos', 0.0025078722047365827), 5, (1410, 1340), None, 'hsl(0, 100%, 30%)')
(('febrero', 0.0025077526641276932), 5, (1367, 1599), None, 'hsl(0, 100%, 30%)')
(('armas', 0.0024971263562152375), 5, (1436, 1380), None, 'hsl(0, 100%, 30%)')
(('circunstancias', 0.002490730373938837), 5, (1503, 1347), None, 'hsl(0, 100%, 30%)')
(('menor', 0.0024851619882996306), 5, (1523, 1637), 2, 'hsl(0, 100%, 30%)')
(('patria', 0.0024834182739133181), 5, (1398, 1695), 2, 'hsl(0, 100%, 30%)')
(('paso', 0.0024830583726491474), 5, (1323, 1692), 2, 'hsl(0, 100%, 30%)')
(('saber', 0.0024817628871436465), 5, (1714, 1344), None, 'hsl(0, 100%, 30%)')
(('quienes', 0.0024811883173936279), 5, (1532, 1415), 2, 'hsl(0, 100%, 30%)')
(('asi', 0.0024791234478742361), 5, (1520, 1234), 2, 'hsl(0, 100%, 30%)')
(('río', 0.0024613947854049325), 5, (1363, 1724), None, 'hsl(0, 100%, 30%)')
(('familia', 0.0024489564104974689), 5, (1727, 1498), 2, 'hsl(0, 100%, 30%)')
(('tarde', 0.0024452193305564015), 5, (1670, 1548), 2, 'hsl(0, 100%, 30%)')
(('virtud', 0.002445090742308571), 5, (1455, 1363), 2, 'hsl(0, 100%, 30%)')
(('realidad', 0.0024405419199671334), 5, (1377, 1408), 2, 'hsl(0, 100%, 30%)')
(('mujer', 0.002438089549464536), 5, (1734, 1420), 2, 'hsl(0, 100%, 30%)')
(('ideas', 0.0024281190202613953), 5, (1621, 1573), None, 'hsl(0, 100%, 30%)')
(('generales', 0.0024265619020453328), 5, (1640, 1287), 2, 'hsl(0, 100%, 30%)')
(('título', 0.0024208403188020226), 5, (1570, 1651), 2, 'hsl(0, 100%, 30%)')
(('hijo', 0.0024163426095284266), 5, (1487, 1413), 2, 'hsl(0, 100%, 30%)')
(('motivo', 0.0024095261309691647), 5, (1470, 1762), 2, 'hsl(0, 100%, 30%)')
(('carlos', 0.0024079823783419575), 5, (1665, 1690), 2, 'hsl(0, 100%, 30%)')
(('oficial', 0.0024007017462882303), 5, (1761, 1462), None, 'hsl(0, 100%, 30%)')
(('edad', 0.0024004128016314342), 5, (1570, 1305), 2, 'hsl(0, 100%, 30%)')
(('cualquiera', 0.0023966465969295892), 5, (1632, 1389), 2, 'hsl(0, 100%, 30%)')
(('contrario', 0.0023897572826789308), 5, (1525, 1460), 2, 'hsl(0, 100%, 30%)')
(('sería', 0.0023801651881378383), 5, (1682, 1332), 2, 'hsl(0, 100%, 30%)')
(('voluntad', 0.002374298728797272), 5, (1594, 1393), 2, 'hsl(0, 100%, 30%)')
(('hubiera', 0.0023696408308913745), 5, (1449, 1593), None, 'hsl(0, 100%, 30%)')
(('provincias', 0.0023670226592091091), 5, (1725, 1380), None, 'hsl(0, 100%, 30%)')
(('existencia', 0.0023659396638415499), 5, (1289, 1343), 2, 'hsl(0, 100%, 30%)')
(('disposiciones', 0.0023585096259605611), 5, (1457, 1451), 2, 'hsl(0, 100%, 30%)')
(('constitución', 0.0023562329197426863), 5, (1698, 1353), None, 'hsl(0, 100%, 30%)')
(('universidad', 0.0023549243417900333), 5, (1521, 1649), None, 'hsl(0, 100%, 30%)')
(('oro', 0.0023546342650724956), 5, (1557, 1633), 2, 'hsl(0, 100%, 30%)')
(('elementos', 0.0023490175779228872), 5, (1405, 1599), None, 'hsl(0, 100%, 30%)')
(('libre', 0.0023468692914687737), 5, (1591, 1368), 2, 'hsl(0, 100%, 30%)')
(('proceso', 0.0023443171803609396), 5, (1407, 1476), 2, 'hsl(0, 100%, 30%)')
(('militar', 0.0023415571999926329), 5, (1549, 1563), 2, 'hsl(0, 100%, 30%)')
(('nuestras', 0.0023387484569770893), 5, (1327, 1430), 2, 'hsl(0, 100%, 30%)')
(('norte', 0.0023365172334196636), 5, (1361, 1506), None, 'hsl(0, 100%, 30%)')
(('actual', 0.0023335203906722965), 5, (1743, 1564), 2, 'hsl(0, 100%, 30%)')
(('d', 0.0023291635990444113), 5, (1306, 1376), 2, 'hsl(0, 100%, 30%)')
(('pago', 0.0023256425954034047), 5, (1705, 1624), None, 'hsl(0, 100%, 30%)')
(('resultado', 0.0023249987222316915), 5, (1342, 1581), 2, 'hsl(0, 100%, 30%)')
(('propia', 0.0023228884672834445), 5, (1316, 1343), 2, 'hsl(0, 100%, 30%)')
(('dias', 0.0023174292792768137), 5, (1307, 1422), None, 'hsl(0, 100%, 30%)')
(('etc', 0.0023143353893207517), 5, (1341, 1640), 2, 'hsl(0, 100%, 30%)')
(('pesar', 0.0023137277236782681), 5, (1438, 1573), 2, 'hsl(0, 100%, 30%)')
(('corte', 0.0023125551563262085), 5, (1614, 1561), 2, 'hsl(0, 100%, 30%)')
(('perú', 0.0023074968587271411), 5, (1277, 1355), 2, 'hsl(0, 100%, 30%)')
(('prueba', 0.0023042171981308775), 5, (1297, 1485), None, 'hsl(0, 100%, 30%)')
(('población', 0.0023016168134128673), 5, (1294, 1408), None, 'hsl(0, 100%, 30%)')
(('os', 0.0023004268192223011), 5, (1653, 1408), None, 'hsl(0, 100%, 30%)')
(('costa', 0.0023000649767518865), 5, (1474, 1707), 2, 'hsl(0, 100%, 30%)')
(('importante', 0.0022935449945638573), 5, (1403, 1461), 2, 'hsl(0, 100%, 30%)')
(('queda', 0.0022929981292508761), 5, (1505, 1448), 2, 'hsl(0, 100%, 30%)')
(('departamento', 0.0022875339297190656), 4, (1532, 1489), None, 'hsl(0, 100%, 30%)')
(('santiago', 0.0022872884337741357), 4, (1566, 1526), 2, 'hsl(0, 100%, 30%)')
(('solamente', 0.0022745227374871869), 4, (1702, 1539), 2, 'hsl(0, 100%, 30%)')
(('serán', 0.0022734591237247), 4, (1718, 1562), 2, 'hsl(0, 100%, 30%)')
(('nota', 0.002269855452882991), 4, (1501, 1394), 2, 'hsl(0, 100%, 30%)')
(('s', 0.0022589446685333352), 4, (1727, 1366), None, 'hsl(0, 100%, 30%)')
(('manos', 0.0022582017595390211), 4, (1555, 1239), 2, 'hsl(0, 100%, 30%)')
(('luz', 0.0022551117149243551), 4, (1272, 1560), 2, 'hsl(0, 100%, 30%)')
(('político', 0.0022428953930344027), 4, (1505, 1716), None, 'hsl(0, 100%, 30%)')
(('plata', 0.002242257716519586), 4, (1344, 1712), 2, 'hsl(0, 100%, 30%)')
(('centro', 0.0022417002230019716), 4, (1463, 1604), None, 'hsl(0, 100%, 30%)')
(('principal', 0.0022353184294313265), 4, (1625, 1393), None, 'hsl(0, 100%, 30%)')
(('m', 0.0022251481449465753), 4, (1346, 1545), None, 'hsl(0, 100%, 30%)')
(('español', 0.0022213137820516937), 4, (1299, 1461), 2, 'hsl(0, 100%, 30%)')
(('fondo', 0.0022084428175324386), 4, (1576, 1726), None, 'hsl(0, 100%, 30%)')
(('puntos', 0.0022074837670163941), 4, (1645, 1574), 2, 'hsl(0, 100%, 30%)')
(('b', 0.0022041894134915514), 4, (1365, 1508), 2, 'hsl(0, 100%, 30%)')
(('aquellas', 0.0021943374464065937), 4, (1679, 1400), None, 'hsl(0, 100%, 30%)')
(('horas', 0.0021942667259790987), 4, (1680, 1516), 2, 'hsl(0, 100%, 30%)')
(('alguno', 0.0021914081722725345), 4, (1422, 1379), 2, 'hsl(0, 100%, 30%)')
(('oficiales', 0.0021913445450662777), 4, (1278, 1460), None, 'hsl(0, 100%, 30%)')
(('diferentes', 0.0021871209458525949), 4, (1654, 1667), 2, 'hsl(0, 100%, 30%)')
(('sur', 0.0021858334287208339), 4, (1484, 1738), None, 'hsl(0, 100%, 30%)')
(('concepto', 0.0021828799925405471), 4, (1380, 1696), 2, 'hsl(0, 100%, 30%)')
(('tratado', 0.0021810837200370325), 4, (1627, 1531), 2, 'hsl(0, 100%, 30%)')
(('arte', 0.002170971251898897), 4, (1752, 1451), 2, 'hsl(0, 100%, 30%)')
(('recursos', 0.0021620946031306594), 4, (1521, 1738), 2, 'hsl(0, 100%, 30%)')
(('alma', 0.0021615227156060613), 4, (1580, 1335), 2, 'hsl(0, 100%, 30%)')
(('industria', 0.0021603955507642869), 4, (1574, 1698), None, 'hsl(0, 100%, 30%)')
(('interior', 0.0021592062508935151), 4, (1570, 1473), 2, 'hsl(0, 100%, 30%)')
(('compañía', 0.0021592022028721469), 4, (1531, 1649), 2, 'hsl(0, 100%, 30%)')
(('origen', 0.002157984620692156), 4, (1385, 1332), 2, 'hsl(0, 100%, 30%)')
(('iii', 0.0021532920090862068), 4, (1565, 1687), 2, 'hsl(0, 100%, 30%)')
(('gente', 0.00215138993435043), 4, (1634, 1302), 2, 'hsl(0, 100%, 30%)')
(('argentina', 0.0021463711263089869), 4, (1366, 1315), None, 'hsl(0, 100%, 30%)')
(('fe', 0.0021383944951267842), 4, (1496, 1450), 2, 'hsl(0, 100%, 30%)')
(('existe', 0.0021328092840554201), 4, (1593, 1742), 2, 'hsl(0, 100%, 30%)')
(('tipo', 0.0021315698067802709), 4, (1489, 1620), None, 'hsl(0, 100%, 30%)')
(('términos', 0.0021313506707083428), 4, (1485, 1249), 2, 'hsl(0, 100%, 30%)')
(('estaban', 0.0021283797162164452), 4, (1398, 1700), None, 'hsl(0, 100%, 30%)')
(('reino', 0.0021235858671962197), 4, (1635, 1594), None, 'hsl(0, 100%, 30%)')
(('hacen', 0.002123225488470562), 4, (1564, 1470), None, 'hsl(0, 100%, 30%)')
(('largo', 0.0021228774567556685), 4, (1371, 1725), None, 'hsl(0, 100%, 30%)')
(('llegar', 0.0021209686228495124), 4, (1342, 1353), 2, 'hsl(0, 100%, 30%)')
(('contrato', 0.0021179664370236549), 4, (1344, 1376), None, 'hsl(0, 100%, 30%)')
